Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name
539433,Indo-Global Enterprises Limited,INDOGLOBAL,Indo-Global Enterprises Ltd,Active,XT,10.00,INE400S01016,Healthcare Facilities,Equity,Healthcare,Healthcare Services,Healthcare Services,Healthcare Facilities,
539434,Brilliant Portfolios Ltd.,BRIPORT,Brilliant Portfolios Ltd,Active,X ,10.00,INE661F01010,Finance (including NBFCs),Equity,Finance,Other Financial Services,Other Financial Services,Other Finance companies (including NBFCs),
539435,Richfield Financial Services Ltd.,RFSL,Richfield Financial Services Ltd,Active,X ,10.00,INE201C01012,Other Financial Services,Equity,Finance,Other Financial Services,Other Financial Services,Other Financial Services,
539436,Coffee Day Enterprises Limited,COFFEEDAY,Coffee Day Enterprises Ltd,Active,B ,10.00,INE335K01011,Restaurants,Equity,CDGS (Consumer Discretionary Goods & Services),"Hotels, Restaurants & Tourism","Hotels, Restaurants & Tourism",Restaurants,
539437,IDFC FIRST BANK LIMITED,IDFCFIRSTB,IDFC First Bank Ltd,Active,A ,10.00,INE092T01019,Banks,Equity,Finance,Banks,Banks,Banks,
539447,BEARDSELL LIMITED,BEARDSELL,Beardsell Ltd,Active,B ,2.00,INE520H01022,Containers & Packaging,Equity,Industrials,General Industrials,General Industrials,Containers & Packaging,
539448,InterGlobe Aviation Limited,INDIGO,InterGlobe Aviation Ltd,Active,A ,10.00,INE646L01027,Airlines,Equity,Industrials,Transportation,Transport Services,Airlines,
539449,IGC Industries Limited,IGCIL,IGC Industries Ltd,Active,X ,10.00,INE099S01016,Comm.Trading  & Distribution,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Trading Companies & Distributors,
539450,S H Kelkar and Company Limited,SHK,S H Kelkar and Company Ltd,Active,A ,10.00,INE500L01026,Personal Products,Equity,FMCG (Fast Moving Consumer Goods),Household & Personal Products,Personal Products,Personal Products,
539455,ARYAVAN ENTERPRISE LIMITED,ARYAVAN,Aryavan Enterprise Ltd,Active,XT,10.00,INE360S01012,Iron & Steel/Interm.Products,Equity,Basic Materials,Metals & Mining,Steel,Iron & Steel and Intermediary Products,
539468,Typhoon Financial Services Limited,TFSL,Typhoon Financial Services Ltd,Active,X ,10.00,INE761R01013,Finance (including NBFCs),Equity,Finance,Other Financial Services,Other Financial Services,Other Finance companies (including NBFCs),
539469,PANORAMA STUDIOS INTERNATIONAL LIMITED ,PANORAMA,Panorama Studios International Ltd,Active,XT,10.00,INE258R01010,Movies & Entertainment,Equity,CDGS (Consumer Discretionary Goods & Services),Media,Media,Movies & Entertainment,
539470,Shree Ganesh Biotech (India) Limited,SHREEGANES,Shree Ganesh Biotech (India) Ltd,Active,X ,1.00,INE051N01026,Biotechnology,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Biotechnology,
539479,GTV Engineering Limited,GTV,GTV Engineering Ltd,Active,XT,10.00,INE910R01016,Industrial Machinery,Equity,Industrials,Capital Goods,Machinery,Industrial Machinery,
539480,LIC Mutual Fund,LICNETFN50,LIC MF EXCHANGE TRADED FUND- NIFTY 50,Active,B ,10.00,INF767K01OS7,-,Equity,-,-,-,-,
539481,Pariksha Fin-Invest-Lease Limited,PARIKSHA,Pariksha Fin- Invest- Lease Ltd,Active,XT,10.00,INE270F01010,Finance (including NBFCs),Equity,Finance,Other Financial Services,Other Financial Services,Other Finance companies (including NBFCs),
539487,LIC Mutual Fund,LICNETFSEN,LIC MF EXCHANGE TRADED FUND- SENSEX,Active,A ,10.00,INF767K01OT5,-,Equity,-,-,-,-,
539488,Tirupati Fin-Lease Ltd.,TFLL,Tirupati Finlease Ltd,Active,XT,10.00,INE027S01017,Investment Companies,Equity,Finance,Other Financial Services,Other Financial Services,Investment Companies,
539492,Garbi Finvest Limited,GARBIFIN,Garbi Finvest Ltd,Active,XT,10.00,INE721C01019,Finance (including NBFCs),Equity,Finance,Other Financial Services,Other Financial Services,Other Finance companies (including NBFCs),
539493,ADHARSHILA CAPITAL SERVICES LIMITED,ADHARSHILA,Adharshila Capital Services Ltd,Active,XT,10.00,INE269F01012,Finance (including NBFCs),Equity,Finance,Other Financial Services,Other Financial Services,Other Finance companies (including NBFCs),
539494,Smart Finsec Limited,SMARTFIN,Smart Finsec Ltd,Active,X ,1.00,INE766D01020,Finance (including NBFCs),Equity,Finance,Other Financial Services,Other Financial Services,Other Finance companies (including NBFCs),
539506,Adcon Capital Services Limited,ADCON,Adcon Capital Services Ltd,Active,XT,10.00,INE805Q01010,Finance (including NBFCs),Equity,Finance,Other Financial Services,Other Financial Services,Other Finance companies (including NBFCs),
539515,QUINT DIGITAL MEDIA LIMITED,QUINT,Quint Digital Media Ltd,Active,X ,10.00,INE641R01017,Publishing,Equity,CDGS (Consumer Discretionary Goods & Services),Media,Media,Publishing,
539516,HDFC Mutual Fund,HDFCNIFETF,HDFC Nifty ETF,Active,B ,76.13,INF179KC1965,-,Equity,-,-,-,-,
539517,HDFC Mutual Fund,SXETF,HDFC Sensex ETF - Open Ended Traded Fund,Active,A ,250.36,INF179KC1973,-,Equity,-,-,-,-,
539518,Uday Jewellery Industries Limited.,UDAYJEW,Uday Jewellery Industries Ltd,Active,X ,10.00,INE551B01012,Distributors,Equity,CDGS (Consumer Discretionary Goods & Services),Retailing,Retailing,Distributors,
539519,Mayukh Dealtrade Limited,MAYUKH,Mayukh Dealtrade Ltd,Active,X ,5.00,INE280E01020,Distributors,Equity,CDGS (Consumer Discretionary Goods & Services),Retailing,Retailing,Distributors,
539521,Navigant Corporate Advisors Limited,NAVIGANT,Navigant Corporate Advisors Ltd,Active,M ,10.00,INE364T01012,Other Financial Services,Equity,Finance,Other Financial Services,Other Financial Services,Other Financial Services,
539522,Grovy India Limited,GROVY,Grovy India Ltd,Active,XT,10.00,INE343C01012,Real Estate Investment,Equity,Finance,Real Estate Investment,Real Estate Investment,Real Estate Investment,
539523,Alkem Laboratories Limited,ALKEM,Alkem Laboratories Ltd,Active,A ,2.00,INE540L01014,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals,
539524,Dr. Lal Pathlabs Limited,LALPATHLAB,Dr. Lal PathLabs Ltd,Active,A ,10.00,INE600L01024,Healthcare Services,Equity,Healthcare,Healthcare Services,Healthcare Services,Healthcare Services,
539526,Suncare Traders Limited,SCTL,Suncare Traders Ltd,Active,T ,2.00,INE452S01025,Distributors,Equity,CDGS (Consumer Discretionary Goods & Services),Retailing,Retailing,Distributors,
539527,Creative Castings Limited,CREATIVE,Creative Castings Ltd,Active,X ,10.00,INE146E01015,Other Industrial Products,Equity,Industrials,General Industrials,General Industrials,Other Industrial Products,
539528,Aayush Food And Herbs Limited,AAYUSH,Aayush Food and Herbs Ltd,Active,X ,10.00,INE430R01015,Packaged Foods,Equity,FMCG (Fast Moving Consumer Goods),"Food, Beverages & Tobacco",Food Products,Packaged Foods,
539533,ELITECON INTERNATIONAL LIMITED,ELITECON,Elitecon International Ltd,Active,XT,10.00,INE669R01018,Comm.Trading  & Distribution,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Trading Companies & Distributors,
539542,LUX Industries Limited,LUXIND,Lux Industries Ltd,Active,A ,2.00,INE150G01020,Other Apparels & Accessories,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Other Apparels & Accessories,
539543,Valley Magnesite Company Limited,VALLEY,Valley Magnesite Company Ltd,Active,X ,10.00,INE834E01016,Investment Companies,Equity,Finance,Other Financial Services,Other Financial Services,Investment Companies,
539544,Abhishek Infraventures Limited,ABHIINFRA,Abhishek Infraventures Ltd,Active,X ,10.00,INE281P01016,Realty,Equity,CDGS (Consumer Discretionary Goods & Services),Realty,Realty,Realty,
539545,Apoorva Leasing Finance & Investment Company Limited,APOORVA,Apoorva Leasing Finance and Investment Company Ltd,Active,X ,10.00,INE217S01014,Investment Companies,Equity,Finance,Other Financial Services,Other Financial Services,Investment Companies,
539546,Beekay Niryat Limited,BNL,Beekay Niryat Ltd,Active,X ,10.00,INE679E01015,Comm.Trading  & Distribution,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Trading Companies & Distributors,
539551,Narayana Hrudayalaya Limited,NH,Narayana Hrudayalaya Ltd,Active,A ,10.00,INE410P01011,Healthcare Facilities,Equity,Healthcare,Healthcare Services,Healthcare Services,Healthcare Facilities,
539552,F MEC INTERNATIONAL FINANCIAL SERVICES LIMITED,FMEC,F Mec International Financial Services Ltd,Active,XT,10.00,INE108T01013,Finance (including NBFCs),Equity,Finance,Other Financial Services,Other Financial Services,Other Finance companies (including NBFCs),
539559,Deep Diamond India Limited,DDIL,Deep Diamond India Ltd,Active,XT,10.00,INE005G01018,Other Apparels & Accessories,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Other Apparels & Accessories,
539561,REMEDIUM LIFECARE LIMITED,REMLIFE,Remedium Lifecare Ltd,Active,X ,10.00,INE549S01010,Comm.Trading  & Distribution,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Trading Companies & Distributors,
539562,AARNAV FASHIONS LIMITED,AARNAV,Aarnav Fashions Ltd,Active,XT,10.00,INE750R01016,Other Financial Services,Equity,Finance,Other Financial Services,Other Financial Services,Other Financial Services,
539570,ACEWIN AGRITECK LIMITED,ACEWIN,Acewin Agriteck Ltd,Active,MT,10.00,INE742R01013,Other Food Products,Equity,FMCG (Fast Moving Consumer Goods),"Food, Beverages & Tobacco",Food Products,Other Food Products,
539584,SHARANAM INFRAPROJECT AND TRADING LIMITED,SIPTL,Sharanam Infraproject and Trading Ltd,Active,XT,1.00,INE104S01022,Comm.Trading  & Distribution,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Trading Companies & Distributors,
539593,Shivansh Finserv Limited,SHIVA,Shivansh Finserve Ltd,Active,XT,10.00,INE728Q01014,Other Financial Services,Equity,Finance,Other Financial Services,Other Financial Services,Other Financial Services,
539594,Mishtann Foods Limited,MISHTANN,Mishtann Foods Ltd,Active,XT,1.00,INE094S01041,Packaged Foods,Equity,FMCG (Fast Moving Consumer Goods),"Food, Beverages & Tobacco",Food Products,Packaged Foods,
539597,Jindal Stainless (Hisar) Limited,JSLHISAR,Jindal Stainless (Hisar) Ltd,Active,A ,2.00,INE455T01018,Iron & Steel Products,Equity,Industrials,General Industrials,General Industrials,Iron & Steel Products,
539598,Oracle Credit Limited,ORACLECR,Oracle Credit Ltd,Active,XT,10.00,INE727C01016,Finance (including NBFCs),Equity,Finance,Other Financial Services,Other Financial Services,Other Finance companies (including NBFCs),
539599,Kotia Enterprises Limited,KEL,Kotia Enterprises Ltd,Active,X ,10.00,INE079C01012,Distributors,Equity,CDGS (Consumer Discretionary Goods & Services),Retailing,Retailing,Distributors,
539600,CHAMAK HOLDINGS LIMITED,CHAMAK,Chamak Holdings Ltd,Active,X ,10.00,INE049R01013,Comm.Trading  & Distribution,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Trading Companies & Distributors,
539607,Blue Cloud Softech Solutions Limited,BLUECLOUDS,Blue Cloud Softech Solutions Ltd,Active,XT,2.00,INE373T01039,IT Software Products,Equity,Information Technology,Software & Services,IT Software & Services,Software Products,
539620,A Infrastructure Limited,AINFRA,A Infrastructure Ltd,Active,X ,5.00,INE534E01020,Cement & Cement Products,Equity,Basic Materials,Construction Materials,Cement & Cement Products,Cement & Cement Products,
539621,BCL Enterprises Limited,BCLENTERPR,BCL Enterprises Ltd,Active,XT,1.00,INE368E01023,Finance (including NBFCs),Equity,Finance,Other Financial Services,Other Financial Services,Other Finance companies (including NBFCs),
539632,AAR COMMERCIAL COMPANY LIMITED,AARCOM,AAR Commercial Company Ltd,Active,XT,10.00,INE184K01013,Distributors,Equity,CDGS (Consumer Discretionary Goods & Services),Retailing,Retailing,Distributors,
539636,Precision Camshafts Limited,PRECAM,Precision Camshafts Ltd,Active,B ,10.00,INE484I01029,Auto Parts & Equipment,Equity,CDGS (Consumer Discretionary Goods & Services),Automobiles & Auto Components,Auto Components,Auto Parts & Equipment,
539637,Blueblood Ventures Limited,BVL,Blueblood Ventures Ltd,Active,M ,10.00,INE562S01013,Other Financial Services,Equity,Finance,Other Financial Services,Other Financial Services,Other Financial Services,
539658,TeamLease Services Limited,TEAMLEASE,TeamLease Services Ltd,Active,A ,10.00,INE985S01024,Sp.Consumer Services,Equity,CDGS (Consumer Discretionary Goods & Services),Diversified Consumer Services,Diversified Consumer Services,Specialized Consumer Services,
539659,Vidli Restaurants Limited,VIDLI,Vidli Restaurants Ltd,Active,M ,10.00,INE564S01019,Restaurants,Equity,CDGS (Consumer Discretionary Goods & Services),"Hotels, Restaurants & Tourism","Hotels, Restaurants & Tourism",Restaurants,
539660,BEST AGROLIFE LIMITED,BESTAGRO,Best Agrolife Ltd,Active,B ,10.00,INE052T01013,Agrochemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Fertilizers & Agricultural Chemicals,Agrochemicals,
539661,ACE MEN ENGG WORKS LIMITED,ACEMEN,Ace Men Engg Works Ltd,Active,XT,10.00,INE023R01018,Distributors,Equity,CDGS (Consumer Discretionary Goods & Services),Retailing,Retailing,Distributors,
539662,BFL Asset Finvest Limited,BFLAFL,BFL Asset Finvest Ltd,Active,XT,10.00,INE948Q01018,Finance (including NBFCs),Equity,Finance,Other Financial Services,Other Financial Services,Other Finance companies (including NBFCs),
539673,Radhagobind Commercial Limited,RCL,Radhagobind Commercial Ltd,Active,XT,10.00,INE792P01012,Distributors,Equity,CDGS (Consumer Discretionary Goods & Services),Retailing,Retailing,Distributors,
539678,Quick Heal Technologies Limited,QUICKHEAL,Quick Heal Technologies Ltd,Active,B ,10.00,INE306L01010,IT Software Products,Equity,Information Technology,Software & Services,IT Software & Services,Software Products,
539679,Kapil Raj Finance Ltd.,KAPILRAJ,Kapil Raj Finance Ltd,Active,X ,10.00,INE332Q01015,Finance (including NBFCs),Equity,Finance,Other Financial Services,Other Financial Services,Other Finance companies (including NBFCs),
539680,Ganga Pharmaceuticals Limited,GANGAPHARM,Ganga Pharmaceuticals Ltd,Active,M ,10.00,INE615T01017,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals,
539681,dynamic Archistructures Limited,DAL,Dynamic Archistructures Ltd,Active,XT,10.00,INE874E01012,Finance (including NBFCs),Equity,Finance,Other Financial Services,Other Financial Services,Other Finance companies (including NBFCs),
539682,Sylph Education Solutions Limited,SESL,Sylph Education Solutions Ltd,Active,T ,10.00,INE622Q01019,Education,Equity,CDGS (Consumer Discretionary Goods & Services),Diversified Consumer Services,Diversified Consumer Services,Education,
539683,Shivkamal Impex Limited,SHIVKAMAL,Shivkamal Impex Ltd,Active,X ,10.00,INE429R01017,Finance (including NBFCs),Equity,Finance,Other Financial Services,Other Financial Services,Other Finance companies (including NBFCs),
539686,K.P. Energy Limited,KPEL,K.P. Energy Ltd,Active,T ,10.00,INE127T01013,Electric Utilities,Equity,Utilities,Utilities,Utilities,Electric Utilities,
539692,INTERACTIVE FINANCIAL SERVICES LIMITED,IFINSER,Interactive Financial Services Ltd,Active,X ,10.00,INE064T01018,Finance (including NBFCs),Equity,Finance,Other Financial Services,Other Financial Services,Other Finance companies (including NBFCs),
539697,HILIKS TECHNOLOGIES LIMITED,HILIKS,Hiliks Technologies Ltd,Active,XT,10.00,INE966Q01010,Real Estate Investment,Equity,Finance,Real Estate Investment,Real Estate Investment,Real Estate Investment,
539725,Gokul Agro Resources Ltd,GOKULAGRO,Gokul Agro Resources Ltd,Active,T ,2.00,INE314T01025,Edible Oils,Equity,FMCG (Fast Moving Consumer Goods),"Food, Beverages & Tobacco",Agricultural Food Products,Edible Oils,
539730,Fredun Pharmaceuticals Limited,FREDUN,Fredun Pharmaceuticals Ltd,Active,XT,10.00,INE194R01017,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals,
539742,Simbhaoli Sugars Ltd,SIMBHALS,Simbhaoli Sugars Ltd,Active,B ,10.00,INE748T01016,Sugar,Equity,FMCG (Fast Moving Consumer Goods),"Food, Beverages & Tobacco",Agricultural Food Products,Sugar,
539760,Relicab Cable Manufacturing Limited,RELICAB,Relicab Cable Manufacturing Ltd,Active,M ,10.00,INE773T01014,Other Elect.Equip./ Prod.,Equity,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment/ Products,
539762,Modern Converters Limited,MODCL,Modern Converters Ltd,Active,XT,10.00,INE250S01015,Other Agricultural Products,Equity,FMCG (Fast Moving Consumer Goods),"Food, Beverages & Tobacco",Agricultural Food Products,Other Agricultural Products,
539767,Mega Nirman & Industries Limited,MNIL,Mega Nirman and Industries Ltd,Active,XT,10.00,INE216Q01010,Realty,Equity,CDGS (Consumer Discretionary Goods & Services),Realty,Realty,Realty,
539773,Advik Capital Limited,ADVIKCA,Advik Capital Ltd,Active,XT,1.00,INE178T01024,Finance (including NBFCs),Equity,Finance,Other Financial Services,Other Financial Services,Other Finance companies (including NBFCs),
539784,LIC Mutual Fund,LICNFNHGP,LIC MF Exchange Traded Fund- NIFTY 100,Active,B ,10.00,INF767K01PC8,-,Equity,-,-,-,-,
539785,Pudumjee Paper Products Limited,PDMJEPAPER,Pudumjee Paper Products Ltd,Active,B ,1.00,INE865T01018,Paper & Paper Products,Equity,Basic Materials,Forest Materials,Paper & Forest Products,Paper & Paper Products,
539787,HealthCare Global Enterprises Limited,HCG,HealthCare Global Enterprises Ltd,Active,A ,10.00,INE075I01017,Healthcare Facilities,Equity,Healthcare,Healthcare Services,Healthcare Services,Healthcare Facilities,
539788,Khemani Distributors & Marketing Limited,KDML,Khemani Distributors & Marketing Ltd,Active,M ,5.00,INE030U01025,Distributors,Equity,CDGS (Consumer Discretionary Goods & Services),Retailing,Retailing,Distributors,
539798,Umiya Tubes Limited,UMIYA,Umiya Tubes Ltd,Active,B ,10.00,INE173U01015,Iron & Steel Products,Equity,Industrials,General Industrials,General Industrials,Iron & Steel Products,
539799,Bharat Wire Ropes Limited,BHARATWIRE,Bharat Wire Ropes Ltd,Active,B ,10.00,INE316L01019,Iron & Steel Products,Equity,Industrials,General Industrials,General Industrials,Iron & Steel Products,
539800,CHD Chemicals Limited,CHDCHEM,CHD Chemicals Ltd,Active,T ,10.00,INE043U01010,Comm.Trading  & Distribution,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Trading Companies & Distributors,
539807,INFIBEAM AVENUES LIMITED,INFIBEAM,Infibeam Avenues Ltd,Active,A ,1.00,INE483S01020,Internet Software & Services,Equity,Information Technology,Software & Services,Internet Software & Services,Internet Software & Services,
539814,LE LAVOIR LIMITED,LELAVOIR,LE Lavoir Ltd,Active,XT,10.00,INE204S01012,Comm.Trading  & Distribution,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Trading Companies & Distributors,
539819,Mudra Financial Services Ltd.,MUDRA,Mudra Financial Services Ltd,Active,X ,10.00,INE967S01014,Other Financial Services,Equity,Finance,Other Financial Services,Other Financial Services,Other Financial Services,
539835,Superior Finlease Limited,SUPERIOR,Superior Finlease Ltd,Active,X ,1.00,INE574R01028,Finance (including NBFCs),Equity,Finance,Other Financial Services,Other Financial Services,Other Finance companies (including NBFCs),
539837,RAGHAV PRODUCTIVITY ENHANCERS LIMITED,RPEL,Raghav Productivity Enhancers Ltd,Active,B ,10.00,INE912T01018,Other Industrial Goods,Equity,Industrials,Capital Goods,Machinery,Other Industrial Goods,
539839,Franklin Leasing and Finance Limited,FRANKLIN,Franklin Leasing and Finance Ltd,Active,M ,10.00,INE399S01010,Finance (including NBFCs),Equity,Finance,Other Financial Services,Other Financial Services,Other Finance companies (including NBFCs),
539841,Lancer Container Lines Limited,LANCER,Lancer Container Lines Ltd,Active,B ,10.00,INE359U01010,Transportation - Logistics,Equity,Industrials,Transportation,Transport Services,Logistics,
539843,NINtec Systems Limited,NINSYS,NINtec Systems Ltd,Active,M ,10.00,INE395U01014,IT Consulting & Software,Equity,Information Technology,Software & Services,IT Software & Services,IT Consulting & Application Software,
539844,Equitas Holdings Limited,EQUITAS,Equitas Holdings Ltd,Active,A ,10.00,INE988K01017,Holding Companies,Equity,Finance,Other Financial Services,Other Financial Services,Holding Companies,
539854,Halder Venture Limited,HALDER,Halder Venture Ltd,Active,X ,10.00,INE115S01010,Other Agricultural Products,Equity,FMCG (Fast Moving Consumer Goods),"Food, Beverages & Tobacco",Agricultural Food Products,Other Agricultural Products,
539871,Thyrocare Technologies Limited,THYROCARE,Thyrocare Technologies Ltd,Active,A ,10.00,INE594H01019,Healthcare Services,Equity,Healthcare,Healthcare Services,Healthcare Services,Healthcare Services,
539872,Bajaj Healthcare Limited,BAJAJHCARE,Bajaj Healthcare Ltd,Active,B ,5.00,INE411U01027,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals,
539874,Ujjivan Financial Services Limited,UJJIVAN,Ujjivan Financial Services Ltd,Active,A ,10.00,INE334L01012,Finance (including NBFCs),Equity,Finance,Other Financial Services,Other Financial Services,Other Finance companies (including NBFCs),
539875,RSD Finance Limited,RSDFIN,RSD Finance Ltd,Active,X ,5.00,INE616F01022,Investment Companies,Equity,Finance,Other Financial Services,Other Financial Services,Investment Companies,
539876,Crompton Greaves Consumer Electricals Limited,CROMPTON,Crompton Greaves Consumer Electricals Ltd,Active,A ,2.00,INE299U01018,Household Appliances,Equity,CDGS (Consumer Discretionary Goods & Services),Consumer Durables,Consumer Durables,Household Appliances,
539883,Pilani Investment And Industries Corporation Limited,PILANIINVS,Pilani Investment and Industries Corporation Ltd,Active,A ,10.00,INE417C01014,Holding Companies,Equity,Finance,Other Financial Services,Other Financial Services,Holding Companies,
539884,Darshan Orna Limited,DARSHANORNA,Darshan Orna Ltd,Active,T ,10.00,INE671T01010,Other Apparels & Accessories,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Other Apparels & Accessories,
539889,Parag Milk Foods Limited,PARAGMILK,Parag Milk Foods Ltd,Active,A ,10.00,INE883N01014,Packaged Foods,Equity,FMCG (Fast Moving Consumer Goods),"Food, Beverages & Tobacco",Food Products,Packaged Foods,
539894,Madhav Infra Projects Limited,MADHAVIPL,Madhav Infra Projects Ltd,Active,X ,1.00,INE631R01026,Construction & Engineering,Equity,Industrials,Capital Goods,Construction & Engineering,Construction & Engineering,
539910,Kome-on Communication Limited,KOCL,Kome-On Communication Ltd,Active,XT,10.00,INE833C01012,Movies & Entertainment,Equity,CDGS (Consumer Discretionary Goods & Services),Media,Media,Movies & Entertainment,
539911,Svarnim Trade Udyog Limited,SNIM,Svarnim Trade Udyog Ltd,Active,X ,1.00,INE730R01034,Comm.Trading  & Distribution,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Trading Companies & Distributors,
539917,NAGARJUNA FERTILIZERS AND CHEMICALS LTD.,NAGARFERT,Nagarjuna Fertilizers and Chemicals Ltd,Active,B ,1.00,INE454M01024,Fertilizers,Equity,Basic Materials,Chemicals & Petrochemicals,Fertilizers & Agricultural Chemicals,Fertilizers,
539921,Shanti Educational Initiatives Limited,SEIL,Shanti Educational Initiatives Ltd,Active,T ,10.00,INE440T01010,Education,Equity,CDGS (Consumer Discretionary Goods & Services),Diversified Consumer Services,Diversified Consumer Services,Education,
539927,LIKHAMI CONSULTING LIMITED,LIKHAMI,Likhami Consulting Ltd,Active,XT,10.00,INE920T01011,Consulting Services,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Consulting Services,
539938,Medico Intercontinental Limited,MIL,Medico Intercontinental Ltd,Active,X ,10.00,INE858Q01019,Other Financial Services,Equity,Finance,Other Financial Services,Other Financial Services,Other Financial Services,
539939,Yash Chemex Limited,YASHCHEM,Yash Chemex Ltd,Active,B ,10.00,INE571U01010,Specialty Chemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Chemicals,Specialty Chemicals,
539940,Max Ventures and Industries Limited,MAXVIL,Max Ventures and Industries Ltd,Active,B ,10.00,INE154U01015,Holding Companies,Equity,Finance,Other Financial Services,Other Financial Services,Holding Companies,
539945,ICICI Prudential Mutual Fund,ICICINV20,ICICI Prudential NV20 ETF,Active,B ,10.00,INF109KB1WY5,-,Equity,-,-,-,-,
539946,Bazel International Limited,BAZELINTER,Bazel International Ltd,Active,XT,10.00,INE217E01014,Finance (including NBFCs),Equity,Finance,Other Financial Services,Other Financial Services,Other Finance companies (including NBFCs),
539947,JINDAL LEASEFIN LIMITED,JLL,Jindal Leasefin Ltd,Active,XT,10.00,INE919T01013,Investment Companies,Equity,Finance,Other Financial Services,Other Financial Services,Investment Companies,
539956,TAAL Enterprises Limited,TAALENT,TAAL Enterprises Ltd,Active,X ,10.00,INE524T01011,Airlines,Equity,Industrials,Transportation,Transport Services,Airlines,
539957,Mahanagar Gas Limited,MGL,Mahanagar Gas Ltd,Active,A ,10.00,INE002S01010,Oil Marketing & Distribution,Equity,Energy,Oil & Gas,"Oil Equipment, Services & Distribution",Oil Marketing & Distribution,
539963,Zeal Aqua Limited,ZEAL,Zeal Aqua Ltd,Active,B ,1.00,INE819S01025,Other Food Products,Equity,FMCG (Fast Moving Consumer Goods),"Food, Beverages & Tobacco",Food Products,Other Food Products,
539978,Quess Corp Limited,QUESS,Quess Corp Ltd,Active,A ,10.00,INE615P01015,Sp.Consumer Services,Equity,CDGS (Consumer Discretionary Goods & Services),Diversified Consumer Services,Diversified Consumer Services,Specialized Consumer Services,
539979,DIGJAM LIMITED,DIGJAMLTD,Digjam Ltd,Active,B ,10.00,INE731U01028,Textiles,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Textiles,
539980,ICICI Prudential Mutual Fund,ICICIMCAP,ICICI Prudential Midcap Select ETF,Active,B ,10.00,INF109KB1XT3,-,Equity,-,-,-,-,
539982,Advance Syntex Limited,ASYL,Advance Syntex Ltd,Active,T ,10.00,INE184U01012,Containers & Packaging,Equity,Industrials,General Industrials,General Industrials,Containers & Packaging,
539984,HINDUSTHAN URBAN INFRASTRUCTURE LIMITED,HUIL,Hindusthan Urban Infrastructure Ltd,Active,X ,10.00,INE799B01017,Electronic Components,Equity,Information Technology,Hardware Technology & Equipment,"Electronic Components, Equipment & Instruments","Electronic Components, Equipment & Instruments",
539985,Titaanium Ten Enterprise Limited,TITAANIUM,Titaanium Ten Enterprise Ltd,Active,M ,10.00,INE120V01014,Textiles,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Textiles,
539986,Commercial Syn Bags Limited,COMSYN,Commercial Syn Bags Ltd,Active,B ,10.00,INE073V01015,Containers & Packaging,Equity,Industrials,General Industrials,General Industrials,Containers & Packaging,
539991,CONFIDENCE FUTURISTIC ENERGETECH LIMITED,CFEL,Confidence Futuristic Energetech Ltd,Active,X ,10.00,INE700F01016,Comm.Trading  & Distribution,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Trading Companies & Distributors,
539992,LLOYDS STEELS INDUSTRIES LIMITED,LLOYDSTEEL,Lloyds Steels Industries Ltd,Active,T ,1.00,INE093R01011,Industrial Machinery,Equity,Industrials,Capital Goods,Machinery,Industrial Machinery,
